B1Y2H6	B1Y2H6
P0A551	P9WNU5
P0A1G9	P0A1G9
P0A1G9	P03007
P0A1G9	P0A1H0
Q0A4X2	Q0A4X2
A1KUQ3	A1KUQ3
A1KUQ3	Q5F8N2
P0DXU7	P0DXU7
O68503	O68503
O68503	P0DW80
A0LQX9	A0LQX9
Q3A9Z9	Q3A9Z9
B9L8Z4	B9L8Z4
Q07648	Q07648
Q28BT8	Q28BT8
Q55E39	Q55E39
Q1CT07	Q1CT07
Q1CT07	B6JM89
Q0AHX8	Q0AHX8
A8GRY1	A8GRY1
A8GRY1	A8GNB1
A8GRY1	A8EZ30
A8GRY1	Q4ULV2
A8GRY1	A8F1H0
A8GRY1	B0BXE1
B2S4C2	B2S4C2
B2S4C2	O83855
Q5PAI9	Q5PAI9
Q5PAI9	B9KIT5
A4IWJ1	A4IWJ1
A4IWJ1	B2SFW7
A4IWJ1	Q0BN25
A1B969	A1B969
Q5WFT4	Q5WFT4
A0A7J6EK66	A0A7J6EK66
A0A7J6EK66	O78328
Q5LH44	Q5LH44
B0RC26	B0RC26
A6Q1Z6	A6Q1Z6
Q2TAE3	Q2TAE3
Q2TAE3	Q63470
Q2TAE3	Q13627
Q2TAE3	Q61214
B5F9T4	B5F9T4
B5F9T4	Q5E7R0
B5F9T4	P0C6C2
P36912	P36912
P34255	P34255
Q4FN13	Q4FN13
B0K5I0	B0K5I0
P72157	P72157
B8EPE8	B8EPE8
B8EPE8	Q3ST22
B8EPE8	A8I8B0
B8EPE8	Q218N3
B8EPE8	A5EMI1
B8EPE8	A4YRR9
O59619	O59619
Q64UB2	Q64UB2
Q64UB2	Q5LD90
Q0HS20	Q0HS20
Q0HS20	A3D1A0
Q0HS20	Q07YK6
Q0HS20	C4LDC0
Q0HS20	A0KK42
O74343	O74343
Q63FA5	Q63FA5
P32586	P32586
A7Z4G9	A7Z4G9
A7Z4G9	A8FD14
A7Z4G9	P05654
A5EVP6	A5EVP6
B9EB66	B9EB66
Q5GSQ1	Q5GSQ1
C0ZG41	C0ZG41
P56465	P56465
P56465	B6JLG3
P56465	B5Z6V2
P65906	P65906
P65906	P65905
P65906	B9EB67
B2V726	B2V726
A5IK84	A5IK84
A0PQW5	A0PQW5
A0PQW5	B1MPD4
A0PQW5	P65909
A0PQW5	A1KKI2
A0PQW5	P46727
A0PQW5	A3Q1C6
A0PQW5	A1UHW0
A0PQW5	P9WHL0
A0PQW5	A1TAT2
A5UX75	A5UX75
A5UX75	A7NLW9
Q11RP3	Q11RP3
Q053K4	Q053K4
P0CL79	P0CL79
P0CL79	P0CL78
P0CL79	P58861
P0CL79	O58855
A5N2L5	A5N2L5
A1WUI3	A1WUI3
Q2NHA5	Q2NHA5
Q1ID82	Q1ID82
Q1ID82	Q48KP5
Q1ID82	Q4KFV3
Q1ID82	C3K758
Q1ID82	A5W7B0
Q1ID82	B1J5Q0
Q1ID82	Q4ZVD9
Q3MEN8	Q3MEN8
A5CD80	A5CD80
C3NDV9	C3NDV9
C3NDV9	C3MYM3
A9WDU6	A9WDU6
A9WDU6	A5UX79
A9BE25	A9BE25
A7HHA2	A7HHA2
A1TWU4	A1TWU4
B8JAR2	B8JAR2
B8JAR2	Q2IH01
B8JAR2	A7H750
B3QM19	B3QM19
B3QM19	B4SDY9
B3QM19	B4S5H3
B3QM19	B3EMR0
Q2NRK0	Q2NRK0
E6X4P3	E6X4P3
E6X4P3	A6H1G2
P36411	P36411
P36411	P18067
P36411	P51150
P36411	O97572
P36411	P09527
P36411	O76742
P33919	P33919
Q54304	Q54304
Q16A32	Q16A32
O29460	O29460
Q58540	Q58540
O29777	O29777
P07788	P07788
P05489	P05489
Q37600	Q37600
Q5V5S6	Q5V5S6
Q4FPD2	Q4FPD2
Q67ML5	Q67ML5
O75881	O75881
A0A5P8DI15	A0A5P8DI15
A0A5P8DI15	A0A1X9ISN9
A0A5P8DI15	G3E4M6
P54976	P54976
O84693	O84693
P28547	P28547
A8LK55	A8LK55
B0BWT1	B0BWT1
B0BWT1	A8GXM1
B0BWT1	Q1RJX8
B0BWT1	A8EY08
B0BWT1	A8GRD0
Q05609	Q05609
B6H2E9	B6H2E9
B6H2E9	Q0CES4
P19485	P19485
A6VH54	A6VH54
A6VH54	A4FW56
Q5R0Y6	Q5R0Y6
O42941	O42941
A4SHL4	A4SHL4
Q1H3L5	Q1H3L5
B4RYS5	B4RYS5
O05927	O05927
O05927	Q02KP7
P84850	P84850
P84850	Q1JPD3
A0B7V2	A0B7V2
B0BC25	B0BC25
B0BC25	B0B7W0
Q3KLZ5	Q3KLZ5
A5V3L9	A5V3L9
Q0BPE6	Q0BPE6
Q3SJS2	Q3SJS2
B2G6M8	B2G6M8
B2G6M8	B2GC10
P74667	P74667
P74667	B7K1E7
P74667	B1XP39
P74667	B0JJ58
P74667	B2J3A7
P74667	B7KH06
Q032G9	Q032G9
Q12084	Q12084
A6QXC1	A6QXC1
A6QXC1	Q1DZK8
Q4WIN6	Q4WIN6
Q4WIN6	A2QUY7
Q4WIN6	Q0CDT1
Q4WIN6	A1CYG5
P0CR02	P0CR02
P0CR02	P0CR03
Q3E9D5	Q3E9D5
Q11TJ6	Q11TJ6
Q11TJ6	B2UWE6
A8A906	A8A906
C6DCC7	C6DCC7
B0R6U7	B0R6U7
O08593	O08593
A2YM35	A2YM35
Q181Z6	Q181Z6
A6TJX7	A6TJX7
B1WR90	B1WR90
A8M0C0	A8M0C0
Q3BQS3	Q3BQS3
Q3BQS3	Q4UX84
B3ELU3	B3ELU3
B3ELU3	B4SDS5
B3ELU3	B4S3G9
B3ELU3	A1BE95
B3ELU3	Q3B5P7
B3ELU3	B3QQ93
B3ELU3	A4SDF7
C3LIY8	C3LIY8
C3LIY8	B7JJC7
C3LIY8	B7HII4
C3LIY8	B7HPS7
C3LIY8	A7GJS9
C3LIY8	Q63HF7
C3LIY8	A9VMA0
C3LIY8	Q5L3Y1
C3LIY8	B7GFL9
C3LIY8	C5D338
C3LIY8	A4IJ95
C3LIY8	P37528
C3LIY8	A8FAD6
A3MSM9	A3MSM9
B1L921	B1L921
B1L921	A5IJU9
P83918	P83918
B2GC19	B2GC19
P80025	P80025
P80025	A5JUY8
P80025	A0A452E9Y6
Q5BD15	Q5BD15
P20275	P20275
P43751	P43751
Q1IZA3	Q1IZA3
P56154	P56154
P00560	P00560
Q00618	Q00618
B2NHN2	B2NHN2
P31325	P31325
P31325	Q2KJ16
Q21Y06	Q21Y06
Q21Y06	Q12BC9
P86807	P86807
C3LAM8	C3LAM8
C3LAM8	A0RBE9
C3LAM8	C1EM34
C3LAM8	B7HH81
C3LAM8	A9VKQ3
O66932	O66932
Q11PN9	Q11PN9
O42658	O42658
P70182	P70182
A0A509AKI1	A0A509AKI1
A0L4K5	A0L4K5
B7VK62	B7VK62
B7VK62	A5F9C1
B7VK62	C3LS22
B7VK62	B6EKL2
B7VK62	B5FAF3
B7VK62	A7MTT6
A0A509AMC3	A0A509AMC3
P9WI73	P9WI73
P9WI73	A0QQK3
P9WI73	P9WI72
P9WI73	P57993
A7SNN5	A7SNN5
D3ZRC4	D3ZRC4
B8F321	B8F321
B8F321	B3GXZ3
B8F321	A3N1B3
B7GGF3	B7GGF3
Q5QZ38	Q5QZ38
Q04GL5	Q04GL5
A5CWU8	A5CWU8
A9IU40	A9IU40
Q1IPR1	Q1IPR1
Q1D9X8	Q1D9X8
Q54Y51	Q54Y51
B0S155	B0S155
B0S9J5	B0S9J5
Q5M575	Q5M575
Q5M575	Q5M0N9
Q3A9L7	Q3A9L7
A6L3F8	A6L3F8
Q21V77	Q21V77
C1AQC2	C1AQC2
C1AQC2	A0QEZ9
C1AQC2	O32953
C1AQC2	A5U4N5
C1AQC2	P9WP84
C1AQC2	P9WP85
C1AQC2	A0PTP2
A3D7X8	A3D7X8
A3D7X8	A6WJZ1
A3D7X8	Q0HLZ5
B8GKC0	B8GKC0
B8HP19	B8HP19
B0JV88	B0JV88
O32220	O32220
C9K1X6	C9K1X6
O47475	O47475
O47475	Q34943
A4G936	A4G936
B1XKB3	B1XKB3
B1XKB3	B7K336
Q5N1X0	Q5N1X0
P79690	P79690
Q07973	Q07973
Q63688	Q63688
P08401	P08401
P21684	P21684
Q57476	Q57476
O64816	O64816
P04813	P04813
G4MZV6	G4MZV6
P40136	P40136
Q2YKD6	Q2YKD6
Q47G40	Q47G40
Q47G40	Q3SHJ2
Q47G40	B2UK94
Q47G40	Q0K572
P53728	P53728
P95370	P95370
P95370	Q65T49
P95370	A1KU10
O33579	O33579
Q5E841	Q5E841
Q5E841	A5F3I4
P0DV35	P0DV35
B0C142	B0C142
B0C142	B8HYL7
Q1QTP6	Q1QTP6
A2SIX7	A2SIX7
A2SIX7	Q21WN2
B6IN13	B6IN13
A6RBI0	A6RBI0
A6RBI0	C1FZL3
A6RBI0	C5JC30
A6RBI0	C6HRC7
B1N092	B1N092
B1N092	Q04FL3
Q5WJP0	Q5WJP0
Q1GAN9	Q1GAN9
Q1GAN9	Q5FKL2
Q3A7G2	Q3A7G2
Q54XZ0	Q54XZ0
Q0TRM9	Q0TRM9
A3Q338	A3Q338
A3Q338	A4T8B7
Q5LGQ7	Q5LGQ7
Q5LGQ7	A6L8Q7
B8JBF4	B8JBF4
B8JBF4	A7HCR8
B8JBF4	B4UEL1
P59507	P59507
A5N8I7	A5N8I7
B8DG34	B8DG34
B8DG34	C1L2K1
A1B964	A1B964
A5WDN1	A5WDN1
B1VXU2	B1VXU2
B1VXU2	O69967
B1VXU2	Q47RR4
C0R3P3	C0R3P3
C0R3P3	Q5GS00
A1VYH4	A1VYH4
A1VYH4	A7ZE07
A1VYH4	A7GZE1
A1VYH4	Q0PB55
P56131	P56131
P56131	B6JKJ8
P56131	B5ZA35
P56131	Q1CUN4
A1UEZ3	A1UEZ3
A1UEZ3	Q0S1P3
A1UEZ3	Q5YT08
A1UEZ3	A4QEV7
A1UEZ3	D5ZT17
A1UEZ3	O69963
A1UEZ3	B1VXU5
A1UEZ3	A8L6J8
A1UEZ3	A3PYF3
A1UEZ3	A5U685
A1UEZ3	B2HL08
A1UEZ3	P67086
A1UEZ3	P9WK04
A1UEZ3	A0PT87
A1UEZ3	A1T7U2
Q5SME9	Q5SME9
E9RFS9	E9RFS9
E9RFS9	Q0SJK9
O42099	O42099
O42099	Q61831
O42099	P45983
O42099	P49185
O42099	P45984
O42099	P49186
O42099	P53779
Q10407	Q10407
Q53563	Q53563
B0TFA7	B0TFA7
Q2RHY7	Q2RHY7
Q02BG1	Q02BG1
Q3AV73	Q3AV73
Q3AV73	A2CB44
A4J6S5	A4J6S5
Q0SS30	Q0SS30
Q07W69	Q07W69
B5FXU9	B5FXU9
P07884	P07884
A1UL69	A1UL69
A1UL69	A0R3I7
A1UL69	Q1B3X9
P65422	P65422
P65422	Q5HDJ0
P65422	P65421
Q46GZ7	Q46GZ7
Q46GZ7	A2C0M6
A6LTS6	A6LTS6
Q5F6L4	Q5F6L4
Q5F6L4	A9M2H7
Q5F6L4	A1KVL7
Q1JAG8	Q1JAG8
Q1JAG8	C0MGW1
Q1JAG8	B4U4K1
Q1JAG8	Q1JKM0
Q1JAG8	Q1J5G1
Q1JAG8	A2RD43
Q1JAG8	Q48RZ3
Q54MV2	Q54MV2
Q5YQD2	Q5YQD2
Q0SIC6	Q0SIC6
Q0SIC6	Q5YVL0
Q0SIC6	C0ZZW9
Q0SIC6	C1ASS8
Q0SIC6	A4FBV6
A1R8Y2	A1R8Y2
P54150	P54150
Q53W34	Q53W34
P41833	P41833
Q65CX4	Q65CX4
A7MN76	A7MN76
Q3ECS3	Q3ECS3
Q5B0F4	Q5B0F4
P26204	P26204
B2IEZ6	B2IEZ6
B2IEZ6	B8EMZ5
Q14HR4	Q14HR4
Q14HR4	B0U0S3
Q14HR4	A7NCW7
Q14HR4	Q2A2V9
Q14HR4	A0Q638
Q14HR4	Q5NGB2
Q2W3L4	Q2W3L4
O59778	O59778
P13000	P13000
P13000	O06899
P13000	P36572
B1MBZ5	B1MBZ5
Q3BP46	Q3BP46
Q0APZ9	Q0APZ9
D3E0R7	D3E0R7
O08863	O08863
O08863	Q13489
O08863	Q62210
P30043	P30043
P30043	P52556
P47228	P47228
Q64277	Q64277
Q64277	Q63072
Q45829	Q45829
P10506	P10506
E0X9N4	E0X9N4
O04790	O04790
I1RJD6	I1RJD6
Q48252	Q48252
P84537	P84537
P06814	P06814
O32483	O32483
O32483	Q218E3
O32483	Q07QP5
O32483	Q139X8
A6VHH7	A6VHH7
A6VHH7	A4G0Y3
P18123	P18123
A5JTM5	A5JTM5
O87698	O87698
A6UT10	A6UT10
Q3T905	Q3T905
Q5J6J0	Q5J6J0
Q5J6J0	E4USS9
A4SIG1	A4SIG1
Q60CQ4	Q60CQ4
Q3BXK9	Q3BXK9
Q3BXK9	B4SIY9
Q3BXK9	B0RNU6
Q3BXK9	Q2NZ41
P52218	P52218
P29964	P29964
A7MLJ4	A7MLJ4
A7MLJ4	B7NMA8
A7MLJ4	B7M4Y8
A7MLJ4	C4ZSM3
A7MLJ4	A8A204
A7MLJ4	A1AD04
A7MLJ4	Q0TFU8
A7MLJ4	B7NCH2
A7MLJ4	Q1R9T0
A7MLJ4	A4WCI1
A7MLJ4	A6TBN1
A7MLJ4	A9MKS5
A7MLJ4	A9N6L3
A7MLJ4	C0Q0V4
A7MLJ4	A8AE87
A7MLJ4	A7ZNW5
A7MLJ4	B2TVV2
A7MLJ4	B7MF55
A7MLJ4	P0ABF7
A7MLJ4	B7LA09
A7MLJ4	Q3Z062
Q07785	Q07785
Q07785	Q26671
Q5VV42	Q5VV42
O28534	O28534
Q0DYK7	Q0DYK7
Q0DYK7	A5A7I7
P00751	P00751
A0A8B6XWW9	A0A8B6XWW9
O34191	O34191
O34191	Q2GL94
O34191	Q5PA30
O34191	P42382
O34191	Q3YRH4
O34191	B9KJ98
A0Q2T1	A0Q2T1
A0Q2T1	B0K3P6
A0Q2T1	Q60024
A0Q2T1	B0KBR3
A0Q2T1	A7FYP3
A0Q2T1	C3KUC8
A0Q2T1	C1FLV5
A0Q2T1	B1IFD4
A0Q2T1	B1L1K0
A0Q2T1	A6LQ87
A0Q2T1	B2UZ02
A0Q2T1	B2TIX0
A0Q2T1	A5N5D7
A0Q2T1	Q0TN27
A0Q2T1	C4Z3R4
A0Q2T1	B9MLY9
A0Q2T1	A6TLJ1
Q0W4L8	Q0W4L8
P78568	P78568
A8HRP6	A8HRP6
Q5FB93	Q5FB93
B2RQC6	B2RQC6
B0TGQ3	B0TGQ3
B1ZT05	B1ZT05
Q5H2Z0	Q5H2Z0
Q5H2Z0	B4SMH0
Q5H2Z0	B2FRV3
Q5H2Z0	B0RQN0
Q5H2Z0	Q3BR21
Q3AC01	Q3AC01
O08357	O08357
B6YRL9	B6YRL9
Q5JHF4	Q5JHF4
B0TDZ7	B0TDZ7
Q3K145	Q3K145
Q39W62	Q39W62
Q39W62	A1APF9
Q39W62	A5G5T3
C0MFQ9	C0MFQ9
C0MFQ9	O87761
C0MFQ9	A8AZ08
C0MFQ9	P65925
C0MFQ9	P0DD70
C0MFQ9	Q1JK23
C0MFQ9	Q1J4X1
C0MFQ9	Q48RF1
C0MFQ9	Q5M6C0
C0MFQ9	B7JHG1
C0MFQ9	C1F0R6
C0MFQ9	B7HFN6
C0MFQ9	A7GV88
C0MFQ9	A9VSD6
C0MFQ9	Q5WB43
C0MFQ9	Q5KUG2
C0MFQ9	B9DME0
C0MFQ9	A6U3L2
C0MFQ9	Q2FWD1
C0MFQ9	Q2YUM6
C0MFQ9	P99072
C0MFQ9	A8YY92
C0MFQ9	P65924
C0MFQ9	Q4L808
C0MFQ9	Q49Z73
C0MFQ9	Q03T27
C0MFQ9	Q38V48
C0MFQ9	Q1WV30
C0LA90	C0LA90
A0Q074	A0Q074
A8I5Q2	A8I5Q2
Q46H06	Q46H06
Q46H06	A2C0L1
Q55850	Q55850
Q58742	Q58742
Q5WG41	Q5WG41
O67073	O67073
Q5WYT2	Q5WYT2
Q5WYT2	Q5X7D5
Q5WYT2	A5IGU1
E4RUV9	E4RUV9
Q3J3V9	Q3J3V9
A5INL8	A5INL8
B1L7Y5	B1L7Y5
B1L7Y5	A5IJ64
Q03284	Q03284
A7Z9N5	A7Z9N5
B8GQ25	B8GQ25
B8GQ25	Q2SYF6
B8GQ25	Q0AC99
B8GQ25	C4LF64
B8GQ25	B4ECC6
B8GQ25	Q0BHN4
B8GQ25	Q39IW2
B8GQ25	Q2IZ51
B8GQ25	Q07K71
B8GQ25	Q3J769
B8GQ25	B9KK50
B8GQ25	Q2SDQ2
B8GQ25	Q1IBP1
B8GQ25	B0KUZ8
B8GQ25	A0K577
Q23588	Q23588
Q65F21	Q65F21
P34179	P34179
Q54S77	Q54S77
P0AAB3	P0AAB3
O43895	O43895
Q39857	Q39857
Q39857	Q41638
Q39857	Q41542
Q39857	G5DAC7
P10654	P10654
P15587	P15587
P15587	P50910
P35809	P35809
P35809	A6YAP7
P54865	P54865
P9WKC0	P9WKC0
P52271	P52271
Q55FJ6	Q55FJ6
P75806	P75806
O34303	O34303
P45470	P45470
Q46871	Q46871
E7F021	E7F021
A0R2W4	A0R2W4
Q21PQ7	Q21PQ7
M5AWY0	M5AWY0
A4REV8	A4REV8
A4REV8	Q2HD63
Q67W82	Q67W82
A3QFI1	A3QFI1
Q5ZKF6	Q5ZKF6
P70715	P70715
A9QNE7	A9QNE7
A5AAG2	A5AAG2
A1AVG1	A1AVG1
B1HX17	B1HX17
Q2QD80	Q2QD80
B8D1K3	B8D1K3
O65378	O65378
O65378	Q41931
A8M1N1	A8M1N1
Q58010	Q58010
Q5E6L4	Q5E6L4
Q5E6L4	A7MVE1
Q5E6L4	P0A6A4
Q5E6L4	P0A6A3
Q5E6L4	P63412
Q5E6L4	A7FGP4
Q5E6L4	Q1C6A1
Q5E6L4	B2K830
Q5E6L4	A9R6M9
Q5E6L4	Q1CHP3
Q5E6L4	A4TM44
Q5E6L4	Q668Z0
Q5E6L4	B1JGK4
Q5E6L4	C6DA54
Q5E6L4	A7MH28
C3PJJ2	C3PJJ2
B2J068	B2J068
B2J068	Q3MFX2
Q2A1K3	Q2A1K3
O55171	O55171
O55171	P49753
B2UW72	B2UW72
A5VCW2	A5VCW2
Q27757	Q27757
P61133	P61133
Q58FL6	Q58FL6
C1B7Z5	C1B7Z5
C1B7Z5	Q0SAA3
C1B7Z5	C0ZL89
Q02114	Q02114
A5DPU0	A5DPU0
O32462	O32462
Q29444	Q29444
P19994	P19994
A4IN50	A4IN50
A4IN50	C5D2K6
Q3IZ78	Q3IZ78
A7THS1	A7THS1
P61894	P61894
Q2GCH6	Q2GCH6
P27354	P27354
A4QBE1	A4QBE1
A9GFL5	A9GFL5
Q2YTP0	Q2YTP0
Q2YTP0	Q2G2V3
P0A0E5	P0A0E5
Q2GAJ2	Q2GAJ2
I3BN39	I3BN39
G2IQS8	G2IQS8
Q2RYY4	Q2RYY4
Q5HHK4	Q5HHK4
Q5HHK4	Q4L4R9
Q5HHK4	Q2YWP2
D8KFN1	D8KFN1
Q5FUF4	Q5FUF4
A0A3G1DJF0	A0A3G1DJF0
P74167	P74167
Q49YR9	Q49YR9
O05146	O05146
Q5PAI0	Q5PAI0
B1VDE1	B1VDE1
A4IMI5	A4IMI5
A4IMI5	Q5L0D9
B9EBJ1	B9EBJ1
Q2W1G5	Q2W1G5
Q2K6H4	Q2K6H4
Q2K6H4	B5ZVU9
Q2K6H4	B9JGK2
A8H8G7	A8H8G7
A8H8G7	B0TU65
A8H8G7	B7VI54
A8H8G7	A5F3L6
A8H8G7	B8ECA4
A8H8G7	A1RFR6
A8H8G7	B1KHU9
A8H8G7	A8FRD4
A8H8G7	A3D023
A8H8G7	A9L3W0
A8H8G7	Q07XW6
A8H8G7	B8CIX4
A8H8G7	A0KSR6
A8H8G7	Q0HMP0
Q5GYM0	Q5GYM0
Q5GYM0	Q2P1M3
A4G267	A4G267
A4G267	A6SV24
A4G267	B1YWB9
A4G267	B2JD88
A4G267	B4EBG2
A4G267	B2SYI5
A4G267	Q0BC21
A4G267	Q39D51
A4G267	Q62MK8
A4G267	Q1BTS3
A4G267	A3NRN5
A4G267	A3N5Z1
A4G267	Q63X63
A4G267	Q2T101
A4G267	A9HZZ2
A4G267	Q2KWE0
A4G267	Q47A75
A4G267	A1WBW2
A4G267	B1XYX5
A4G267	A9BUQ1
A4G267	A1VSP2
A4G267	Q12EH0
A4G267	A4T007
A4G267	Q5P760
A4G267	Q3SFF1
A4G267	B2UFP3
A4G267	Q475N7
Q5WFY0	Q5WFY0
Q54ND5	Q54ND5
O42912	O42912
Q2N908	Q2N908
Q2N908	A5V2S4
A6UPV2	A6UPV2
A6UPV2	Q58370
A6UPV2	A9AA06
B2V7E1	B2V7E1
B2V7E1	C0QPV2
M1W426	M1W426
Q3ZBT1	Q3ZBT1
Q3ZBT1	Q01853
Q3ZBT1	P03974
Q3ZBT1	P46462
Q3ZBT1	P54811
P27138	P27138
P9WKC7	P9WKC7
P9WKC7	P67211
B2A5K8	B2A5K8
A6Q2K1	A6Q2K1
A6Q2K1	Q30QG8
B3ED41	B3ED41
Q18GX9	Q18GX9
Q3JDH3	Q3JDH3
A8LFH1	A8LFH1
A8LFH1	Q2J8F9
Q1C1U5	Q1C1U5
Q1C1U5	B2TWH8
Q1C1U5	Q32AG3
Q1C1U5	Q3YUZ4
Q1C1U5	B5XYE8
Q1C1U5	A7ZUK5
Q1C1U5	B7UPE5
Q1C1U5	P58263
Q1C1U5	B7N2J2
Q1C1U5	B7M738
Q1C1U5	C5A0T1
Q1C1U5	B1XBZ3
Q1C1U5	B5F1H3
Q1C1U5	P30139
Q1C1U5	B6I5K1
Q1C1U5	A9MHE0
Q1C1U5	Q57H64
Q1C1U5	B5RFJ4
Q1C1U5	B7LUL2
Q1C1U5	B4TQK0
Q1C1U5	Q1CN74
Q1C1U5	Q66FP9
Q1C1U5	B1JJK2
Q03XM8	Q03XM8
A4WQ25	A4WQ25
A4WQ25	Q3J061
Q57233	Q57233
Q57233	A5UA73
Q57233	A5UGS9
Q2NVW9	Q2NVW9
Q29RA5	Q29RA5
Q2L258	Q2L258
A9AUT1	A9AUT1
Q4FM95	Q4FM95
B7JW76	B7JW76
B0K534	B0K534
B0K534	B0KBA5
Q42675	Q42675
Q42675	Q43848
Q42675	F4IW47
A0A0H3PEK7	A0A0H3PEK7
A0A0B5RNJ4	A0A0B5RNJ4
P47368	P47368
P47368	P78032
P08096	P08096
B6YVS9	B6YVS9
B6YVS9	O74020
B6YVS9	C6A3G4
P46225	P46225
P46225	P48496
Q39U97	Q39U97
Q02Z48	Q02Z48
Q02Z48	P50918
Q03796	Q03796
B9S9Z3	B9S9Z3
J7LQ09	J7LQ09
O74887	O74887
Q5TM55	Q5TM55
B9LSI7	B9LSI7
O29507	O29507
Q4MYY2	Q4MYY2
A6TMJ6	A6TMJ6
Q38XZ3	Q38XZ3
Q2SSR8	Q2SSR8
A8MI61	A8MI61
Q5UXG4	Q5UXG4
Q5UXG4	Q3INF0
Q5UXG4	B9LS04
Q5UXG4	Q18F42
A1VMB2	A1VMB2
C3MHK2	C3MHK2
C3MHK2	Q1MKH7
C3MHK2	B9JT39
C3MHK2	A6U6V4
Q5E4F2	Q5E4F2
Q5E4F2	Q3IBU5
Q2SSX9	Q2SSX9
P00551	P00551
O29782	O29782
Q04759	Q04759
Q04759	Q02111
P56184	P56184
P57404	P57404
B0C3N6	B0C3N6
A4J0K6	A4J0K6
Q3IRB3	Q3IRB3
C4K2K8	C4K2K8
C4K2K8	A8GPJ0
C4K2K8	A8EZQ1
C4K2K8	Q4UMX3
C4K2K8	A8F2H5
Q2H0I3	Q2H0I3
A0A011QK89	A0A011QK89
Q12719	Q12719
Q12719	Q12717
A5N505	A5N505
Q4V182	Q4V182
Q57350	Q57350
Q57350	P37943
A6LDN1	A6LDN1
B3DTF8	B3DTF8
Q1AZC4	Q1AZC4
A5G7U4	A5G7U4
A5G7U4	A9A043
A5G7U4	B5EHU2
A0Q406	A0Q406
A0Q406	B0TW84
A0Q406	A7NES0
A4J5P4	A4J5P4
A5D2J8	A5D2J8
A3M1X1	A3M1X1
A3M1X1	B2I3A5
A4SWH9	A4SWH9
Q09751	Q09751
Q67ZU1	Q67ZU1
Q0A8A4	Q0A8A4
P57357	P57357
Q2GE84	Q2GE84
P57356	P57356
Q2A3E7	Q2A3E7
Q2A3E7	Q0BLW1
Q2A3E7	A4IXX8
A1VF78	A1VF78
A9WS39	A9WS39
Q2NUV7	Q2NUV7
O07732	O07732
Q10156	Q10156
Q1G933	Q1G933
Q2Y7B6	Q2Y7B6
Q1GP42	Q1GP42
Q1GP42	Q5NL82
A6LKP0	A6LKP0
B0R700	B0R700
O34295	O34295
O34295	P70787
O34295	O34296
Q5FVR2	Q5FVR2
Q5FVR2	P19971
O69721	O69721
P0C0M4	P0C0M4
Q58952	Q58952
P0DO49	P0DO49
Q32L27	Q32L27
A5F4H4	A5F4H4
Q491V7	Q491V7
Q3SM81	Q3SM81
Q3SM81	A1KT06
Q3SM81	B4RK11
Q3SM81	A9M3A0
Q1QEI9	Q1QEI9
Q1QEI9	Q4FVG3
Q4R6X7	Q4R6X7
O24454	O24454
Q07963	Q07963
P07056	P07056
P08542	P08542
P08542	P08541
P08542	P36511
B0M3E8	B0M3E8
B0M3E8	Q652A8
A0A0K0PVL3	A0A0K0PVL3
A0A0K0PVL3	A0A0K0PVW1
A0A0K0PVL3	A0A0K0PVM5
A0A0K0PVL3	A0A068J840
P27668	P27668
P27668	P09835
Q4V7Q6	Q4V7Q6
Q4V7Q6	Q5ZJH6
B4RY28	B4RY28
A0RQA9	A0RQA9
A6UWS5	A6UWS5
A1AV04	A1AV04
C3MWB6	C3MWB6
O59258	O59258
O59258	Q5JGE1
O83462	O83462
Q0RQS0	Q0RQS0
Q0RQS0	C1APC7
Q0RQS0	A0QYE0
Q0RQS0	P9WFF0
A9KJS0	A9KJS0
Q1QCE1	Q1QCE1
C1KVE4	C1KVE4
P79457	P79457
A0A2I4HXH5	A0A2I4HXH5
A0A2I4HXH5	Q05927
A0A2I4HXH5	Q61503
P74965	P74965
P20165	P20165
Q03084	Q03084
D4GP40	D4GP40
B7ZMP1	B7ZMP1
B7ZMP1	Q5R9W8
Q38909	Q38909
P12070	P12070
P12070	B8HA51
Q556Y4	Q556Y4
B8DBY7	B8DBY7
B8DBY7	C1KWN9
O54288	O54288
A6VQT5	A6VQT5
A5G5T2	A5G5T2
A5G5T2	B3E467
A5G5T2	B9M9Q6
A5G5T2	P61655
A5G5T2	C6E0M6
Q2IH80	Q2IH80
Q2IH80	B4UIT7
Q2IH80	B8JBN7
Q2IH80	A7HIF1
B6J1K0	B6J1K0
B6J1K0	B6J8F8
B0SK97	B0SK97
Q03043	Q03043
Q47UB3	Q47UB3
B0R6D7	B0R6D7
A7IHV6	A7IHV6
B7GMH4	B7GMH4
B7GMH4	A0RLB6
B7GMH4	C1F0Q7
B7GMH4	A7GV80
B7GMH4	B9IRW3
B7GMH4	Q630R8
B7GMH4	Q03221
B7GMH4	C3P292
P47280	P47280
P00553	P00553
Q57957	Q57957
Q0C5A1	Q0C5A1
A8LRW0	A8LRW0
B0URV9	B0URV9
B0URV9	Q0I5J0
B0URV9	P44719
B0URV9	B3GZ69
B0URV9	B0BSY9
B0URV9	A5UGW7
Q5F9Z5	Q5F9Z5
A5GQJ8	A5GQJ8
Q1DU75	Q1DU75
A8X2R1	A8X2R1
Q24VE4	Q24VE4
D1Z4K7	D1Z4K7
P13490	P13490
P28628	P28628
A7HP03	A7HP03
Q47RM9	Q47RM9
Q493R1	Q493R1
Q5WEN5	Q5WEN5
