P21215	P21215
P44815	Q0A7K7
P44815	A1JJT5
P44815	Q3A9N8
P44815	Q3IDQ5
P44815	Q2A3Z7
P44815	B2SDD4
P44815	A0Q6Y1
P44815	Q3JCS8
P44815	A1S4E0
P44815	A3D792
P44815	Q086A7
P44815	A3QC80
P44815	A8H1S8
P44815	A4Y940
P44815	Q0HL69
P44815	A1RHF6
P44815	A5W823
P44815	B0KSC5
P44815	A4XWR4
P44815	Q1QBM3
P44815	Q4FSB5
P44815	A1TZ51
P44815	C6DDG1
P44815	B3PJB0
P44815	B2UFT6
P44815	A1WR07
P44815	C4Z3N3
P44815	B9DXE4
P44815	A1KUU9
P44815	B4T456
P44815	A5N3R3
P44815	Q0AGI1
P44815	Q5PEG2
P44815	A7FLX7
P44815	A0Q3K0
P44815	A9N2D2
P44815	Q1CLR5
P44815	A0K866
P44815	B5BEY3
P44815	B4EC22
P44815	Q5L432
P44815	Q2S211
P44815	Q0BED7
P44815	Q1LLZ4
P44815	C5D3P3
P44815	B2JGK3
P44815	B4TTW0
P44815	A6VQY0
P44815	A2SBD7
P44815	Q0KBM9
P44815	A4IJG5
P44815	P57954
P44815	A8G9Z3
P44815	A1V4Z9
P44815	A5G939
P44815	B1JTX0
P44815	B4SE23
P44815	Q1BHA4
P44815	Q47EL1
P44815	A3NWD9
P44815	A3NAL8
P44815	A4J0Y4
P44815	A6TWK9
P44815	Q2SWT5
P44815	A7ZQJ0
P44815	B4S5L1
P44815	A8MLB2
P44815	B7LEG4
P44815	A6TD38
P44815	P62618
P44815	B7V8C1
P44815	B7NT90
P44815	Q02R99
P44815	C4ZZQ0
P44815	P57708
P44815	B1XCS2
P44815	Q31XA8
P44815	A8A3M5
P44815	Q0T1H7
P44815	A1AEU0
P44815	C1KYG9
P44815	Q3YYB6
P44815	Q3APP2
P44815	Q0TEB2
P44815	B8DF19
P44815	Q5WLT6
P44815	B7HJ25
P44815	B6I6D6
P44815	Q3B2H9
P44815	Q1R7U5
P44815	B3QPS3
P44815	Q1H2A2
P44815	Q3A8C7
P44815	B3EMU1
P44815	C5BGJ0
P44815	Q2RFM1
P44815	Q65PD1
P44815	A0LIS1
P44815	B3QV82
P44815	A4WDV1
P44815	Q21LB9
P44815	Q06756
P44815	B2VFZ6
P44815	B5F410
P44815	A7Z0L3
P44815	A8ANW0
P44815	B7LWK9
P44815	B1ID41
P44815	Q57KJ5
P44815	A7G9H1
P44815	B2A4B2
P44815	B5FTS4
P44815	A9II47
P44815	B1KRX5
P44815	Q5F830
P44815	B5QW17
P44815	B0S2Q7
P44815	Q493M8
P44815	Q165P5
P44815	A3PJQ4
P44815	Q3BUS7
P44815	B2I336
P44815	B0V6G3
P44815	Q0VQD3
P44815	B5FAF6
P44815	B6EKL5
P44815	A8FST1
P44815	A5F9D7
P44815	C3LS19
P44815	Q4UTP5
P62369	P62369
A5FH89	A5FH89
A5FH89	Q64MG2
Q5A847	Q5A847
A5FMV7	A5FMV7
Q58530	Q58530
Q58530	A9A6L6
Q58530	A4FZ86
Q58530	A5UMH5
Q58530	Q2NIA4
P22517	P22517
O28379	O28379
O28670	O28670
Q4FNF9	Q4FNF9
P65852	P65852
Q1WUF2	Q1WUF2
Q1WUF2	B3WER2
Q1WUF2	Q2FHG7
Q1WUF2	Q2G2Q3
Q1WUF2	A5ISF5
Q1WUF2	Q5HGG0
Q1WUF2	A6QGH0
Q1WUF2	P65854
Q1WUF2	P65855
Q1WUF2	A8Z3V1
Q1WUF2	Q5HPS0
Q1WUF2	Q4L5X4
Q1WUF2	A3CMF2
Q1WUF2	Q04KA7
Q1WUF2	Q02Z55
Q1WUF2	A2RL47
Q1WUF2	A0AIC9
Q1WUF2	P65858
Q1WUF2	P65857
Q1WUF2	P0DD48
Q1WUF2	P65859
Q1WUF2	Q1JLG7
Q1WUF2	Q1JGK3
Q1WUF2	Q1J6C1
Q1WUF2	P0DD49
Q1WUF2	Q5L0I5
Q1WUF2	A4IME0
Q1WUF2	Q636L6
Q1WUF2	Q5LZV2
Q1WUF2	Q65JH8
Q1WUF2	P32732
Q1WUF2	A7Z4T7
P56431	P56431
Q4A952	Q4A952
Q4A952	Q5ZZQ1
I2N045	I2N045
P42750	P42750
P42750	P16577
P42750	P42749
P42750	P28263
P42750	P62256
P42750	Q32LN1
Q1I2R4	Q1I2R4
Q1I2R4	Q4K3M0
Q1I2R4	Q4ZLB5
Q2Y5S2	Q2Y5S2
O26011	O26011
Q17413	Q17413
Q17IE8	Q17IE8
Q17IE8	P90866
Q17IE8	P0C661
B6YUC9	B6YUC9
B6YUC9	C5A2X0
B6YUC9	Q5JEX0
O49639	O49639
A0A2I2F2I5	A0A2I2F2I5
A0A2I2F2I5	P36620
P43478	P43478
B3E7P9	B3E7P9
H2A0L5	H2A0L5
O96017	O96017
P16127	P16127
P16127	P48101
P16127	Q39516
P16127	P58571
P16127	Q53RM0
P16127	P93162
Q5SCY8	Q5SCY8
Q5SCY8	Q32RK6
Q5SCY8	P29683
Q5SCY8	A6H5Q1
Q5SCY8	P41646
Q5SCY8	Q04607
Q5SCY8	Q3MAN8
Q5SCY8	Q20EX8
Q5SCY8	A6YGA5
Q5SCY8	Q06SE3
G2WS86	G2WS86
G2WS86	Q2UF72
G2WS86	A0A0J9UR47
G2WS86	G4N0X3
Q06FP3	Q06FP3
Q64MK4	Q64MK4
Q64MK4	Q5L7F1
Q64MK4	B2RL67
B7GZ77	B7GZ77
B7GZ77	B7I784
B7GZ77	B2HUI9
B7GZ77	B0VU08
Q3YSS7	Q3YSS7
Q3YSS7	Q2GFQ3
Q3YSS7	Q5FFD0
A6LMR3	A6LMR3
P9WGB0	P9WGB0
P9WGB0	P21922
Q24VN7	Q24VN7
A1VJY2	A1VJY2
A1VJY2	Q21V77
B5YL84	B5YL84
B8I7A3	B8I7A3
P59934	P59934
P59934	P31896
B0WH96	B0WH96
B0WH96	B0XLA4
B0WH96	B4HKS2
B0WH96	B4J252
B0WH96	B4H6M2
P40352	P40352
F4HT77	F4HT77
Q05801	Q05801
Q05801	P25833
Q05801	P25838
Q05801	P48685
Q05801	Q31886
Q05801	P34767
Q05801	Q20EX7
Q05801	Q3V526
Q05801	Q05800
Q05801	A4QJC3
Q05801	A9L9A4
Q2K204	Q2K204
Q17QW3	Q17QW3
P24230	P24230
P24230	B7UM74
P24230	O50224
Q0E2Z7	Q0E2Z7
C4K8M8	C4K8M8
C4K8M8	A8G828
C4K8M8	C6DHF5
C4K8M8	A8G0U0
C4K8M8	A8GZJ0
C4K8M8	Q5QYF8
C4K8M8	Q0HN76
C4K8M8	B8E670
C4K8M8	A3D9I5
C4K8M8	Q12S35
C4K8M8	A0KS84
C4K8M8	Q0HQL1
C4K8M8	A1SZG4
C4K8M8	A5F3R4
C4K8M8	B5RFS3
C4K8M8	B4TB13
C4K8M8	B4SZ26
C4K8M8	A0KEG9
C4K8M8	B5BIS9
C4K8M8	A8ACT3
C4K8M8	B7L8B6
C4K8M8	B5YY28
C4K8M8	B7MR01
C4K8M8	B7M5C7
C4K8M8	C4ZZ48
C4K8M8	B1X9Z4
C4K8M8	P0A8J9
C4K8M8	B7NF85
C4K8M8	B1LLV3
C4K8M8	Q31UK5
C4K8M8	A4WG30
C4K8M8	B7VME9
C4K8M8	B2VG58
C4K8M8	C3LQR1
C4K8M8	A7FD47
C4K8M8	B0UUZ9
C4K8M8	B2K046
C4K8M8	Q1CNK3
C4K8M8	B5XYY9
C4K8M8	A4TRC8
C4K8M8	A6TGG9
C4K8M8	B1JQ11
C4K8M8	Q15N18
C4K8M8	A9MJ29
C4K8M8	Q57HT6
C4K8M8	B5QVH2
C4K8M8	P44922
C4K8M8	A5UI36
C4K8M8	Q0I1X0
B0RWT6	B0RWT6
B0RWT6	Q4UPY5
B7V7R1	B7V7R1
B7V7R1	Q1IFL5
B7V7R1	C3K2R5
B7V7R1	A5VXW5
B7V7R1	A6V055
B7V7R1	B0KL75
B7V7R1	B0TL40
B7V7R1	O88011
B7V7R1	B7GVX4
B7V7R1	B7IA66
B7V7R1	B2HZQ0
B7V7R1	B0VQB7
B7V7R1	A3M9B0
B7V7R1	A6VPG3
B7V7R1	B5YZQ8
B7V7R1	B7NVQ1
B7V7R1	B7LY36
B7V7R1	C4ZTX2
B7V7R1	B1ITH7
B7V7R1	B1LH12
B7V7R1	Q31ZX1
B7V7R1	A4WAY6
B7V7R1	Q32GQ6
B7V7R1	B7LS01
B7V7R1	Q4QNX8
B7V7R1	C5BS80
B7V7R1	A5UAU5
B7V7R1	P44571
B7V7R1	C4K8Q4
B7V7R1	A6T7Y5
B7V7R1	A1KU62
B7V7R1	P57359
B7V7R1	Q57NU9
B7V7R1	A8AG83
B7V7R1	Q5PCY8
B7V7R1	P66030
B7V7R1	A7MMF7
B7V7R1	A7ZL97
B7V7R1	B7UR85
B7V7R1	B7MLV3
B7V7R1	Q62BG3
B7V7R1	Q2SA07
B7V7R1	A0KYF8
B7V7R1	A8FTP1
B7V7R1	Q0HHF8
B7V7R1	A1RL35
B7V7R1	B1KLM0
B7V7R1	A6WLV9
B7V7R1	A3QFR4
B7V7R1	A4Y5N5
B7V7R1	Q47WV5
Q5UY62	Q5UY62
A6L5E7	A6L5E7
A6L5E7	A6LAJ6
A6L5E7	Q5LCF8
A6L5E7	B2RHD7
A6L5E7	A5FA30
A6L5E7	A0M3K8
Q5R9J5	Q5R9J5
Q5R9J5	A2T6X5
Q5R9J5	A1YER5
Q5R9J5	Q06587
Q5R9J5	A1YFY1
P20655	P20655
B1VDP6	B1VDP6
B1VDP6	Q4JVI6
A5IBU7	A5IBU7
A5IBU7	Q0BKU7
A5IBU7	Q2A275
Q1D841	Q1D841
B2S3S1	B2S3S1
B2S3S1	O83687
A7H6X6	A7H6X6
A7H6X6	Q2IMI1
B7L2C1	B7L2C1
B7L2C1	Q3SVH7
B7L2C1	Q07V06
B7L2C1	Q13DN3
B7L2C1	B6JD16
B7L2C1	Q1QQT4
B7L2C1	A8HS37
Q2SCH1	Q2SCH1
Q5L2C2	Q5L2C2
B3EHV1	B3EHV1
Q2QPW1	Q2QPW1
Q2QPW1	P93757
Q5ZT56	Q5ZT56
Q3MDZ9	Q3MDZ9
Q3MDZ9	Q2JPE4
Q3MDZ9	B0C2F0
Q3MDZ9	P73033
Q65Q22	Q65Q22
Q65Q22	Q664M4
Q65Q22	P58422
Q65Q22	Q57IZ2
Q65Q22	Q31VP9
Q65Q22	Q32AJ7
Q65Q22	Q3YWN8
A8LKJ5	A8LKJ5
A8LKJ5	A1B4Z9
A8LKJ5	Q1GCX7
P52033	P52033
Q1XHL7	Q1XHL7
Q1XHL7	Q49HM9
Q1XHL7	B6CZ18
Q1XHL7	B6CZ17
A1TKK8	A1TKK8
A1TKK8	A1WBR8
A1TKK8	A2SKQ7
A1TKK8	Q1QEE8
A1TKK8	A5WC94
A1TKK8	Q47V96
A1TKK8	A8MGY8
A1TKK8	A0Q628
A1TKK8	Q14HS1
A1TKK8	A7NCX8
A1TKK8	B2SGG7
A1TKK8	Q0BLC7
A1TKK8	B2I6C2
A1TKK8	Q2P6E4
A1TKK8	B8G2L6
A1TKK8	Q325Y5
A1TKK8	Q32JV4
A1TKK8	B0U328
A1TKK8	B7LGL6
A1TKK8	A5W9H0
A1TKK8	Q3Z5K3
A1TKK8	B7NIB7
A1TKK8	Q3ACS9
A1TKK8	B7MP16
A1TKK8	Q01YQ2
A1TKK8	A1A7K0
A1TKK8	B2FT35
A1TKK8	Q0TLH7
A1TKK8	B1IQI6
A1TKK8	P23893
A1TKK8	B5Y1L5
A1TKK8	B7N823
A1TKK8	A6T4V8
A1TKK8	B6HZD0
A1TKK8	C1D9B6
A1TKK8	Q1RG34
A1TKK8	Q3A7W5
A1TKK8	A5GMT2
A1TKK8	Q3AWP4
A1TKK8	Q0AZ36
A1TKK8	Q57T53
A1TKK8	C6DC32
A1TKK8	B5RHE0
A1TKK8	Q39QA6
A1TKK8	B4TK30
A1TKK8	Q5P6J6
A1TKK8	B4SUY4
A1TKK8	Q5PD43
A1TKK8	B8GLE4
A1TKK8	C0Q5R5
A1TKK8	B5BL82
A1TKK8	A7MGR5
A1TKK8	B4TXQ6
A1TKK8	C3LSN1
A1TKK8	Q4UYA7
A1TKK8	B8FBA1
A1TKK8	B0RP74
C3N842	C3N842
C3N842	C3MJ22
P58994	P58994
P58994	B8D9I8
Q09768	Q09768
P46419	P46419
P29336	P29336
Q5GSJ3	Q5GSJ3
Q5GSJ3	B3CPU7
Q5GSJ3	B9KH18
Q5GSJ3	Q5HCA2
A0A8A1G1R1	A0A8A1G1R1
Q44275	Q44275
Q44275	Q44273
Q44275	Q44278
Q4X0W8	Q4X0W8
A0Q2B3	A0Q2B3
Q2FTL0	Q2FTL0
Q2FTL0	A7I7P5
A1AUE9	A1AUE9
A1AUE9	B5EBG7
A1AUE9	C6DYY7
A1AUE9	Q3A008
Q4JAM9	Q4JAM9
O84638	O84638
Q59293	Q59293
Q5SLE8	Q5SLE8
Q5SLE8	C1CYD9
Q54IA8	Q54IA8
Q619W7	Q619W7
A4YI31	A4YI31
A4YI31	O33771
A4IJU4	A4IJU4
A4IJU4	Q5L3F6
A4IJU4	Q04E61
A4IJU4	B2GAG0
A4IJU4	Q3JZC7
A4IJU4	A8AUT2
A4IJU4	B5E614
A4IJU4	Q5XA26
A4IJU4	Q1JF32
A4IJU4	Q1J4Y7
A4IJU4	Q48RG7
A4IJU4	P0DD29
A4IJU4	B2IRL3
A4IJU4	B5XIE3
A4IJU4	A4VYZ0
A4IJU4	A4VSP7
A4IJU4	Q03IT6
A4IJU4	C1CP14
A4IJU4	Q1G933
A4IJU4	Q035Y0
A4IJU4	Q4L7T2
A4IJU4	Q2YUG0
A4IJU4	Q49Z04
A4IJU4	Q2FWL2
A4IJU4	A5IUJ5
A4IJU4	A9NHW6
A4IJU4	B1V8Z6
A4IJU4	A0R8V9
A4IJU4	A0AKI2
A4IJU4	B7GFQ4
A4IJU4	Q63GW2
A4IJU4	Q65N07
A4IJU4	O05518
A4IJU4	Q032D4
A4IJU4	A7FYQ8
A4IJU4	C3KUS7
A4IJU4	B2TJK1
A4IJU4	A5I738
A4IJU4	B1IFE9
A4IJU4	A7GIP8
A4IJU4	B9DYW7
A4IJU4	Q03E69
A4IJU4	Q03VB0
A4IJU4	B4U0X7
A4IJU4	B9DVQ7
A4IJU4	Q18CP0
A4IJU4	Q0SQV5
A4IJU4	Q2RGJ3
A4IJU4	B9MKR8
A4IJU4	Q2LSP8
A4IJU4	B3E4U4
A4IJU4	A7HGZ6
A4IJU4	Q2IFU7
A4IJU4	A5FPR2
A4IJU4	Q3Z6L5
A4IJU4	Q67K94
A4IJU4	C0Q8X7
A4IJU4	A9FDL0
A4IJU4	Q0RM11
Q2SR45	Q2SR45
Q3YXI1	Q3YXI1
Q3YXI1	P0AC35
A7BHQ9	A7BHQ9
C9J2P7	C9J2P7
C9J2P7	A8MUK1
C9J2P7	C9JJH3
C9J2P7	C9JVI0
C9J2P7	C9JLJ4
C9J2P7	D6RCP7
C9J2P7	D6RA61
C9J2P7	Q0WX57
P61082	P61082
P61082	A3KN22
Q5VVX9	Q5VVX9
Q5REG5	Q5REG5
Q5REG5	Q5R5Z6
P70758	P70758
Q5RFJ3	Q5RFJ3
Q5RFJ3	P0DTE4
Q5RFJ3	P08541
Q5RFJ3	P16662
Q5RFJ3	P36537
Q5RFJ3	P36512
Q5RFJ3	P36513
Q5RFJ3	P54855
Q5RFJ3	P36511
Q5RFJ3	O75795
Q5RFJ3	P08542
Q5RFJ3	O97951
P51094	P51094
P51094	A0A2R6P624
P51094	P0DO58
P54166	P54166
P54166	C3LHC1
P54166	A0R9F0
P54166	B7JNE4
P54166	B7H9Q4
P54166	B7HU46
P54166	A9VSQ8
A5FWG2	A5FWG2
A5FWG2	Q0BTT3
B1I2Y8	B1I2Y8
B1I2Y8	A5D2Q9
A5V412	A5V412
A5V412	Q2W724
A5V412	Q1GR76
Q5M1R0	Q5M1R0
Q5M1R0	C0M8J5
Q5M1R0	P67392
Q5M1R0	P67394
Q5M1R0	Q1JDJ9
Q5M1R0	Q1J8H6
Q5M1R0	Q48VA9
Q5M1R0	B5XJR7
Q5M1R0	C0MG10
Q5M1R0	Q03MN6
Q5M1R0	Q1GB63
Q5M1R0	Q04BL0
Q5M1R0	B2GDY8
Q5M1R0	A8AYY7
Q5M1R0	Q5WNX2
Q5M1R0	B5E1R8
Q5M1R0	C1C5J2
Q5M1R0	B8ZLV4
Q5M1R0	P60934
Q5M1R0	P60935
Q5M1R0	A3CQ79
Q5M1R0	Q03AR6
Q5M1R0	A8MFV5
P47276	P47276
P49150	P49150
P49150	P98119
P0C6Q2	P0C6Q2
P27128	P27128
A6VK13	A6VK13
A6VK13	Q57871
A6VK13	A6UU98
Q2QXC6	Q2QXC6
I0JWN7	I0JWN7
Q5GN51	Q5GN51
Q5GN51	A2QY54
Q08CZ6	Q08CZ6
Q54PM7	Q54PM7
A4RKF7	A4RKF7
P0A144	P0A144
P0A144	P0A142
P0A144	P0A143
Q60935	Q60935
Q60935	P52961
P46903	P46903
A7HJ26	A7HJ26
A7HJ26	B7IGM6
Q54Y26	Q54Y26
Q20Z38	Q20Z38
Q20Z38	Q3SP57
Q20Z38	Q2J0F4
Q20Z38	Q07QX6
P30663	P30663
P95412	P95412
P95412	Q52522
E1BNQ4	E1BNQ4
E1BNQ4	A7RRZ8
E1BNQ4	E3XDZ8
E1BNQ4	F6RCC2
E1BNQ4	B7PBI5
E1BPN0	E1BPN0
O06428	O06428
A6V3A0	A6V3A0
A6V3A0	C3LQ64
A6V3A0	A1JNZ5
A6V3A0	Q1C4D3
A6V3A0	B2K647
A6V3A0	Q1CLE0
A6V3A0	A4TPL4
A6V3A0	Q66E03
A6V3A0	B1JII7
A6V3A0	A4SQL7
A6V3A0	Q5E6X3
A6V3A0	B5FBI3
A6V3A0	Q4QP21
A6V3A0	P43958
A6V3A0	Q3IHN8
A6V3A0	A3D139
A6V3A0	A9L0U1
A6V3A0	A8H779
A6V3A0	A4Y3Y9
A6V3A0	A8FYV9
A6V3A0	Q0HY29
A6V3A0	A1RN03
A6V3A0	B1KD43
A6V3A0	B7VKD5
A6V3A0	A5F5Y6
P22746	P22746
A8Y183	A8Y183
Q5QWE2	Q5QWE2
Q5SJ26	Q5SJ26
A8ABE2	A8ABE2
O06334	O06334
P52903	P52903
P52903	Q654V6
P52903	P52899
P52903	P26267
P52903	A7MB35
P52903	P26268
P52903	G0SHF3
P52903	P16387
E3PY99	E3PY99
Q60XN1	Q60XN1
Q58HT5	Q58HT5
O64988	O64988
Q67VU7	Q67VU7
B4S2K9	B4S2K9
O33815	O33815
D4B2W4	D4B2W4
C4K5L7	C4K5L7
Q051U4	Q051U4
Q5QZC0	Q5QZC0
D8KN09	D8KN09
E0U174	E0U174
P17549	P17549
A0A061FKM4	A0A061FKM4
A0A061FKM4	A0A061FTC2
A0A061FKM4	A0A0S2PMA8
A0A061FKM4	A0A0S2PM92
A0A061FKM4	Q2HXL9
A0A061FKM4	A0A6C0WX00
A0A061FKM4	Q2HXI5
Q2HGY8	Q2HGY8
Q2HGY8	Q1EBD3
Q2HGY8	Q2U3T8
Q2HGY8	Q4WYU4
Q2HGY8	Q5BAB7
B1INP5	B1INP5
B1INP5	P10844
P09440	P09440
P09440	P07245
P09440	O43007
A0A1D6F9Y9	A0A1D6F9Y9
P46511	P46511
P46511	P46510
P46511	P46281
P46511	P46512
P93711	P93711
P93711	Q43095
P93711	O81185
P93711	A0A0S2UWT1
P93711	O24149
P93711	O24150
P93711	P28034
P93711	A0A077ES70
P93711	Q43237
P93711	Q41720
P74299	P74299
P74299	P06516
P74299	P28594
P74299	Q3MB82
P74299	Q318G7
P74299	A8G779
P74299	A5GIW5
P74299	P0A3X5
P58893	P58893
P58893	B7GPW1
Q53034	Q53034
P25796	P25796
P25796	P43159
P25796	P14091
P00487	P00487
Q04NF4	Q04NF4
Q04NF4	Q04WN5
Q04NF4	P61986
A8M4X3	A8M4X3
A8M4X3	Q1AYB7
P19222	P19222
P45032	P45032
P45032	Q4QLJ9
P45032	Q0I074
P45032	Q12I82
P45032	Q089M3
P45032	Q0HNQ5
P45032	Q31Z24
P45032	Q3Z006
P45032	P33931
P45032	Q1R9L8
P45032	Q5PKT6
P45032	P61377
P45032	Q5PI55
P45032	Q1C647
P45032	Q487I2
Q4ING3	Q4ING3
Q4ING3	P0CP54
Q4ING3	P0CP55
Q4ING3	A4QVH4
H9JW44	H9JW44
H9JW44	H9JW43
P41892	P41892
P63752	P63752
P63752	A1KKY1
P63752	B8ZRL0
P63752	P9WPG8
P63752	P9WPG9
Q66KH9	Q66KH9
Q2YRP9	Q2YRP9
B4S4H1	B4S4H1
B4S4H1	B3ELN3
B4S4H1	A4SE02
B4S4H1	Q3AQK2
B4S4H1	B3QS95
B2FPL6	B2FPL6
B2FPL6	Q5H0L6
B2FPL6	B4STN3
B2FPL6	B0U3B6
B2FPL6	B2I5Y4
Q64U07	Q64U07
Q64U07	Q5LCU8
Q3Z7P5	Q3Z7P5
P46214	P46214
P46214	O58792
P46214	O27428
P46214	P26499
Q64PM9	Q64PM9
Q64PM9	A6L8C6
Q64PM9	A6L7P5
Q64PM9	B2RJY1
A5G068	A5G068
A5G068	Q3SWI2
A5G068	Q1QRZ8
A5G068	Q2J364
A5G068	B3Q8A1
A5G068	A5E8H4
A5G068	B0T6E7
A5G068	Q5FTV3
A5G068	Q5NMK1
A5G068	A9IYY8
A5G068	A8IMK0
A5G068	B3PS46
A5G068	Q1MA25
A5G068	A5VA89
A5G068	A3PMN4
A5G068	Q3IZL4
A5G068	B9KMH8
A5G068	Q16E06
A5G068	Q21CM7
A5G068	Q2WBE4
A5G068	B2S7N1
A5G068	Q2YLH9
A5G068	A6WXW1
A5G068	Q57B80
A5G068	A5VSE9
A5G068	A9WWT1
A5G068	B8EQP4
A5G068	B6JAI4
A5G068	A8LJY0
A5G068	Q1GKN8
A5G068	Q2G3C3
A5G068	Q1GNP7
Q18JV4	Q18JV4
B9KCX0	B9KCX0
B9KCX0	A7H2J9
B9KCX0	Q5HTT9
B9KCX0	B2USE8
B9KCX0	Q17X54
B9KCX0	B6JKP5
B9KCX0	B5ZA86
B9KCX0	Q1CUI3
B9KCX0	A8EWM0
B9KCX0	B9L8B8
B9KCX0	A7ZF21
Q3ZYF0	Q3ZYF0
Q3ZYF0	A5FQ65
Q4AAT7	Q4AAT7
Q164C1	Q164C1
Q164C1	Q5LQI6
Q164C1	A3PK32
Q164C1	Q3J281
Q164C1	A4WQZ1
Q164C1	B9KSX6
Q164C1	Q2YNJ9
Q164C1	Q57DN0
Q164C1	A9MAQ0
Q164C1	B0CLK2
Q164C1	B3PXT5
Q164C1	Q2K975
Q164C1	B5ZMF2
Q164C1	A6U8M9
Q164C1	A1USU3
Q164C1	Q11HB8
Q164C1	B0UI81
Q164C1	B2IJG9
Q164C1	Q2G9D9
Q164C1	A8I9L7
Q164C1	Q2IWF8
Q164C1	A7HXJ6
Q164C1	B7KWG7
A6TZ85	A6TZ85
A6TZ85	Q2FJ29
A6TZ85	Q2G0F8
A6TZ85	Q2YSW8
A6TZ85	A8Z117
A6TZ85	Q5HRD1
A6TZ85	Q4L425
A6TZ85	Q5KUF0
A6TZ85	C5D9R0
A6TZ85	A4ITM9
A6TZ85	A7Z9V1
A6TZ85	C1KYX7
Q5P9F6	Q5P9F6
F4KE63	F4KE63
C0HKD6	C0HKD6
P75436	P75436
Q50976	Q50976
A9CES5	A9CES5
A5CVT6	A5CVT6
P42510	P42510
A1IIX2	A1IIX2
P24619	P24619
P24619	P24618
P32111	P32111
P32111	Q03664
P32111	P46421
P32111	P32110
O25613	O25613
A0A1L7VZE7	A0A1L7VZE7
P22534	P22534
P82186	P82186
P48370	P48370
Q59XQ1	Q59XQ1
O14929	O14929
P56520	P56520
P56520	Q5RB76
P56520	Q28DV3
P56520	O13298
P56520	P56519
P56520	O22446
P56520	O42227
P56520	Q32PJ8
P56520	P56517
P56520	Q13547
P56520	Q5RAG0
P56520	P70288
A0A0E3NEE1	A0A0E3NEE1
A0A0E3NEE1	P96797
A7HBF2	A7HBF2
A4QB58	A4QB58
B4S921	B4S921
B4S921	B3EIN2
B4S921	Q3B2Z6
B4S921	B3EPK1
B4S921	A1BHD5
B4S921	B4SFI3
Q2LQU3	Q2LQU3
P13716	P13716
P13716	P10518
P13716	Q5R971
P13716	P06214
P13716	Q55E06
Q54IA7	Q54IA7
B0SNJ9	B0SNJ9
Q4UJN9	Q4UJN9
P49008	P49008
P77984	P77984
Q255M0	Q255M0
Q255M0	Q5L5A8
Q255M0	Q3KKK3
P59057	P59057
Q58508	Q58508
Q58508	A4FWS3
Q58508	A9AA58
Q58508	A6VGJ4
Q58508	A6UPQ4
Q5NMC3	Q5NMC3
A9NGF8	A9NGF8
B3PM19	B3PM19
Q5GT78	Q5GT78
Q5GT78	Q2GGT3
Q5GT78	B3CNF3
C1A8M5	C1A8M5
Q04WE1	Q04WE1
P09672	P09672
O54537	O54537
Q4A9F3	Q4A9F3
P09148	P09148
P09148	P31764
P09148	P0CN76
P09148	P43424
O08912	O08912
O08912	Q07537
O60318	O60318
Q253Q1	Q253Q1
Q253Q1	B0B9B0
Q253Q1	Q3KN19
Q253Q1	B0BAY9
Q253Q1	O84006
B6U151	B6U151
B6U151	Q25A68
A0A1U8QQU5	A0A1U8QQU5
A4IQV4	A4IQV4
A4IQV4	Q3AET5
A4IQV4	Q5KX77
A4IQV4	C5D4A1
A4IQV4	Q2RH48
A4IQV4	B8FT31
A4IQV4	Q65HG0
A4IQV4	B7HNZ0
A4IQV4	Q634V7
A4IQV4	A8FF40
A4IQV4	P54376
A4IQV4	Q5WF31
A4IQV4	B8DFX9
A4IQV4	C3P8D4
A4IQV4	A0RIL0
A4IQV4	B7JMV0
A4IQV4	Q2FGI6
A4IQV4	Q2FY34
A4IQV4	P64217
A4IQV4	P64218
A4IQV4	B9DNN6
A4IQV4	Q5HP13
A4IQV4	Q4L6N6
A4IQV4	Q49XY0
A4IQV4	B1YLN7
A4IQV4	Q0AVH8
A4IQV4	Q1INU0
B1L9T9	B1L9T9
H1ZV37	H1ZV37
O75223	O75223
O75223	Q32LE4
A4Q8G1	A4Q8G1
Q2HJ44	Q2HJ44
Q2HJ44	Q0VFA3
Q1CDL5	Q1CDL5
Q1CDL5	A8GKU8
Q1CDL5	A7ZSW3
Q1CDL5	B7UKY7
Q1CDL5	B2U4G2
Q1CDL5	B5YUI6
Q1CDL5	Q32AV5
Q1CDL5	B7NMJ5
Q1CDL5	Q0SZN4
Q1CDL5	B7N1M2
Q1CDL5	P0A6V4
Q1CDL5	C4ZVY0
Q1CDL5	A8A5P0
Q1CDL5	P0A6V2
Q1CDL5	P0A6V1
Q1CDL5	B1LI91
Q1CDL5	Q1R5J6
Q1CDL5	B7LSE1
Q1CDL5	A7FNX3
Q1CDL5	A9MMA2
Q1CDL5	A4TQV0
Q1CDL5	Q57IU0
Q1CDL5	Q664I4
Q1CDL5	B5R395
Q1CDL5	B4T868
Q1CDL5	Q5PM08
Q1CDL5	A9MTV2
Q1CDL5	B5BHI0
Q1CDL5	P05415
Q1CDL5	A1S8E8
Q1CDL5	B8EAW7
Q1CDL5	Q15RP8
Q1CDL5	A6WKY5
Q1CDL5	Q21M27
Q1CDL5	Q2YB46
Q1CDL5	Q1H1K1
Q1CDL5	B0TZI3
Q1CDL5	Q221N8
Q1CDL5	Q2W5G1
Q1CDL5	B2JCH8
Q1CDL5	B2T2Z5
Q1CDL5	Q4QK69
Q1CDL5	P43796
Q1CDL5	Q0I3H9
Q1CDL5	B0UU87
Q1CDL5	Q65TI2
